Key	Company	Position	Location	Category	Experience_Level	Salary
a602756c2e24e535	Enercon Services, Inc.	May/June 24 New Graduate- Mechanical Engineer	United States	ME	ENTRY_LEVEL	Estimated $69K - $87.4K a year
7fb9f2417f962f0f	Wood Group Pratt & Whitney Industrial Turbine...	Entry Level Mechanical/Piping Engineer	Greenville, SC	ME	ENTRY_LEVEL	Estimated $55.5K - $70.2K a year
76eb64186e8128c1	Raytheon	Mechanical Engineer II	Dallas, TX (Northeast Dallas area)	ME	ENTRY_LEVEL	
da9e16ff78e931a1	Techspace solutions	Electro-Mechanical Engineer	Lutz, FL 33549	ME	ENTRY_LEVEL	Estimated $76K - $96.2K a year
93b10fee2224a26c	GAT Finishing Systems	Mechanical Engineer	Fenton, MO 63026	ME	ENTRY_LEVEL	$60,000 a year
1c00def9987848a1	Walmart Advanced Systems and Robotics	2024 Fall Co-Op - Mechanical Engineering	Andover, MA	ME	ENTRY_LEVEL	Estimated $98.8K - $125K a year
155e89ed411c8a0b	Eaton	Proposal Engineer / Product Specialist	Hybrid remote in Waukesha, WI	ME	ENTRY_LEVEL	$62,250.03 - $91,300.04 a year
06ced0a4a6cba495	Oak Ridge National Laboratory	Laboratory and Field-Work Specialist	Oak Ridge, TN 37830	ME	ENTRY_LEVEL	Estimated $74.1K - $93.9K a year
bb0dfaaaf1a3424a	Wood Group Pratt & Whitney Industrial Turbine...	Entry Level Vibration Analyst / Engineer	Houston, TX	ME	ENTRY_LEVEL	Estimated $58.5K - $74K a year
cefb1c7b70221565	General Electric	Engineer - Mechanical Component - Turbine Rotor Design	Evendale, OH 45215	ME	ENTRY_LEVEL	
f32226add69ebdd0	University of Nebraska at Omaha	Research Scientist - Biomechanics- Machining and Prototyping Core	Omaha, NE 68182	ME	ENTRY_LEVEL	$57,600 - $86,400 a year
481b86c50b1e018b	Tri-M Group	Project Engineer 1	Hybrid remote in Kennett Square, PA 19348	ME	ENTRY_LEVEL	$62,000 - $72,000 a year
76d1f3e48a131343	Jacobs	Environmental Engineer I	Research Triangle Park, NC	ME	ENTRY_LEVEL	Estimated $60K - $76K a year
