Key	Company	Position	Location	Category	Experience_Level	Salary
15b11e3077e4b113	WCR INC	Design Engineer	Xenia, OH	FEA	ENTRY_LEVEL	Estimated $52.4K - $66.3K a year
a6e69731b85e7053	The Computer Butler, LLC	Structural Engineer	Remote	FEA	ENTRY_LEVEL	$89,393 - $96,990 a year
200048912ba0df31	General Electric	Engineer - Advanced Military NPI Externals Design	Evendale, OH 45215	FEA	ENTRY_LEVEL	
7cb07691932e6676	AeroControlex	Product Design Engineer	Cleveland, OH 44121	FEA	ENTRY_LEVEL	Estimated $69.2K - $87.6K a year
82823dbfd1140325	Woodward, Inc.	Mechanical Engineer Level 2	Valencia, CA	FEA	ENTRY_LEVEL	$80,563 a year
c584ff7332b3f9db	ZF	Mechatronic Development Engineer	North Mankato, MN 56003	FEA	ENTRY_LEVEL	Estimated $85.4K - $108K a year
65cdfba7a549cc82	SpaceX	Starshield Responsible Engineer	Redmond, WA (SE Redmond area)	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
d476c41ca6033c59	Glenco Inc	Assistant Structural Engineer	Middleburg, PA 17842	FEA	ENTRY_LEVEL	$130,000 - $160,000 a year
414fbd9d2ea313bc	Electric Hydrogen	Mechanical Design Engineer Co-Op	San Jose, CA	FEA	ENTRY_LEVEL	Estimated $105K - $133K a year
dbc52d727fedd80e	RFA Engineering	Design Engineer – Forestry Equipment	Green Bay, WI	FEA	ENTRY_LEVEL	$65,000 - $100,000 a year
7b820ba02e361480	Vermeer Corporation	Engineer II - Design	Pella, IA	FEA	ENTRY_LEVEL	Estimated $71.4K - $90.4K a year
a83a5b0138438ed6	AO Smith	Product Engineer - Product Development	Lebanon, TN 37090	FEA	ENTRY_LEVEL	Estimated $70.6K - $89.4K a year
0ccf3edf28d37ce8	BCC Engineering, LLC.	Structures Engineering Designer	Hybrid remote in Miami, FL 33173	FEA	ENTRY_LEVEL	Estimated $88.8K - $112K a year
4731238a97bf823e	WCR INC	Design Engineer	Xenia, OH	FEA	ENTRY_LEVEL	$50,000 - $60,000 a year
e29627790dcbf955	Madix Inc	Product Design Engineer	Terrell, TX 75160	FEA	ENTRY_LEVEL	From $75,000 a year
d54a3eedeae5e32b	Amazon.com Services LLC	Amazon Robotics - Hardware Engineer Co-op - January to June 2024, Amazon Robotics	North Reading, MA 01864	FEA	ENTRY_LEVEL	Estimated $80.4K - $102K a year
2c9b62b0a3841050	Los Alamos National Laboratory	R&D Engineer 1/2 (W-MSO Military & Stockpile Operations Office)	Los Alamos, NM	FEA	ENTRY_LEVEL	$90,000 - $147,100 a year
452726a8b07f2062	ASC Process Systems	Mechanical Engineer I	Valencia, CA 91355	FEA	ENTRY_LEVEL	$75,000 - $80,000 a year
93f874685f245084	Gulfstream Aerospace Corporation	Stress Analyst Engineer I - Spring 2024 Graduates - Appleton, WI	Appleton, WI	FEA	ENTRY_LEVEL	Estimated $81K - $103K a year
1761300169ec8006	SpaceX	Dynamics Engineer	Hawthorne, CA	FEA	ENTRY_LEVEL	$95,000 - $115,000 a year
77e1a8e094e25368	Mainstream Engineering	Mechanical Engineer - Thermal R&D	Rockledge, FL 32955	FEA	ENTRY_LEVEL	$99,000 - $150,000 a year
04c8f35c6f78e9fa	thyssenkrupp Bilstein of America Inc	Product Engineer	Hamilton, OH 45015	FEA	ENTRY_LEVEL	$60,000 - $80,000 a year
d5cc3f571cd6d8d4	Firefly Aerospace	Propulsion Tooling Engineer	Bertram, TX 78605	FEA	ENTRY_LEVEL	Estimated $88.5K - $112K a year
