8073996e0fcbfdf3	Latham Pool Products, Inc	Composite Engineer	Zephyrhills, FL 33540	FEA	SENIOR_LEVEL	$88,000 - $98,000 a year
353f1b1f555f1500	Fairbanks Morse Defense	Sr Mechanical Engineer	Cincinnati, OH 45233 (Riverside area)	FEA	SENIOR_LEVEL	Estimated $104K - $132K a year
472edb4c039ddc3e	NAL RESEARCH CORP	Mechanical Engineer	Manassas, VA 20109	FEA	SENIOR_LEVEL	Estimated $77.3K - $97.9K a year
d99c5dce600e2ef3	Curtiss-Wright	Senior Mechanical Design Engineer	Portland, OR	FEA	SENIOR_LEVEL	Estimated $88.7K - $112K a year
f61aef76436d77aa	Zachry Group	Sr Mechanical Engineer - Finite Element Analyst (FEA)	Downers Grove, IL	FEA	SENIOR_LEVEL	$79,305.65 - $100,000.00 a year
ad9f8f5028eb6f04	Apple	Sr. Mechanical Engineer (Equipment Design)	Cupertino, CA	FEA	SENIOR_LEVEL	NA
652fe31b4cfba872	Laborie Medical Technologies Corp	Senior Electrical Engineer	Portsmouth, NH 03801	FEA	SENIOR_LEVEL	Estimated $99.3K - $126K a year
aa548fe8d0866a06	MTI	Sr. Design Engineer	Pleasant Prairie, WI 53158	FEA	SENIOR_LEVEL	Estimated $85.3K - $108K a year
6eeb33a400fe8cff	Animax Designs, Inc.	Senior Mechanical Engineer	Nashville, TN 37207	FEA	SENIOR_LEVEL	Estimated $92.6K - $117K a year
32ee10bfbe3ed893	Sem-Sol	Senior Mechanical Engineer	Albuquerque, NM 87107	FEA	SENIOR_LEVEL	Estimated $106K - $134K a year
c3241a12a3637eea	Johnson & Johnson	Sr Product Development Engineer, Surgery	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $105K - $133K a year
adf6c392ee40bdba	Johnson & Johnson	Sr Product Development Engineer II	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $109K - $138K a year
71ceb09bd60813d4	Johnson & Johnson	Principal Product Development Engineer, ECP	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $133K - $169K a year
c0e802d3063bc832	Johnson & Johnson	Senior Product Development Engineer (ECP)	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $102K - $129K a year
3e25a3402153f68e	Johnson & Johnson	Senior Product Development Engineer II (ECP)	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $101K - $127K a year
b7a73e11b95a4c2a	Johnson & Johnson	Senior Product Development Engineer	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $102K - $129K a year
fb6bbf0afce9bd4b	L3Harris Technologies	Scientist, Mechanical Engrg (Thermal Analyst - Plano)	Plano, TX	FEA	SENIOR_LEVEL	NA
d161bf16d9a091f3	Johnson & Johnson	Senior Mechanical Engineer	Santa Clara, CA	FEA	SENIOR_LEVEL	Estimated $130K - $164K a year
7c4ff3a54855bcae	Johnson & Johnson	Senior Product Development Engineer II (ECP)	Danvers, MA	FEA	SENIOR_LEVEL	Estimated $101K - $128K a year
fd6ca07f24446bce	Toyoda Gosei Texas	Paint Engineer	San Antonio, TX 78264	FEA	SENIOR_LEVEL	Estimated $83.8K - $106K a year
f271fae46a75e944	ProTom International Holding Corp	Principal Mechanical Engineer	Hybrid remote in North Reading, MA 01864	FEA	SENIOR_LEVEL	$130,000 - $195,000 a year
359d4e65796ebdfd	Mill	Senior Product Design Engineer	San Bruno, CA	FEA	SENIOR_LEVEL	$138,000 - $180,000 a year
659c501fa01af0e7	Seakeeper Inc	Senior Mechanical Development Engineer	Hybrid remote in Leesport, PA 19533	FEA	SENIOR_LEVEL	Estimated $93.9K - $119K a year
734960373ae30e1e	Southwest Research Institute	RESEARCH ENGINEER - SR. RESEARCH ENGINEER - Spaceflight Mechanical Systems	San Antonio, TX 78238	FEA	SENIOR_LEVEL	NA
a1cf2f8dae2d8c02	Groe Advisors LLC	Sr Principal Mechanical Engineer	Waltham, MA	FEA	SENIOR_LEVEL	From $160,000 a year
6b383dfc1c5ee34b	Columbia Energy	Structural Engineer - Senior Level	Richland, WA 99354	FEA	SENIOR_LEVEL	$90,000 - $140,000 a year
045ffde8c8a7fb3b	Relativity Space	Senior Mechanical Engineer	Long Beach, CA	FEA	SENIOR_LEVEL	$127,000 - $163,000 a year
b35f1159bcc61f89	Southwest Research Institute	LEAD ENGINEER - SR. RESEARCH ENGINEER - Spaceflight Mechanical Systems	San Antonio, TX 78238	FEA	SENIOR_LEVEL	NA
5ea17fac91de353a	CEDENT	Mechanical Engineer	Wilson, NC	FEA	SENIOR_LEVEL	Estimated $85.4K - $108K a year
6f5d07d2438693d9	Recycletek	Senior Lead Mechanical Engineer (PT)	Remote	FEA	SENIOR_LEVEL	Up to $100,000 a year
e85356e3f468e540	Concurrent Technologies Corporation	Senior Magnetics Scientist	Bethesda, MD	FEA	SENIOR_LEVEL	NA
af52c1020fc63020	CECO Environmental	Sr. Engineer, Mechanical	Wexford, PA 15090	FEA	SENIOR_LEVEL	Estimated $94.2K - $119K a year
4c4aeca4a134e48a	Square Robot	Senior MECHANICAL engineer	Marlborough, MA	FEA	SENIOR_LEVEL	Estimated $106K - $134K a year
35b49853d6b7fd93	Weatherford	Senior Project Engineer/ Downhole	Houston, TX 77041	FEA	SENIOR_LEVEL	Estimated $93K - $118K a year
fb73597e8b7369e8	Weatherford	Senior Project Engineer/ Downhole	Houston, TX 77041	FEA	SENIOR_LEVEL	Estimated $93K - $118K a year
f6c1060674a9d745	CECO Environmental	Sr. Engineer, Mechanical	Dallas, TX 75254 (Far North area)	FEA	SENIOR_LEVEL	Estimated $98.2K - $124K a year
