count	employer_name	employer_url	category_code	category_code
4	HOME DEPOT MANAGEMENT COMPANY LLC	/h1b-sponsors/home-depot-management-company-llc-50nrjmnr2g	PM
4	IHEALTH LABS INC	/h1b-sponsors/ihealth-labs-inc-dvk4mzvkwp	PM
4	TE CONNECTIVITY CORPORATION	/h1b-sponsors/te-connectivity-corporation-rd0g7gpv0o	PM
4	JUNIPER NETWORKS INC	/h1b-sponsors/juniper-networks-inc-dvk4vd8vkw	PM
4	ECLINICALWORKS LLC	/h1b-sponsors/eclinicalworks-llc-nokpzpny04	PM
4	STRIPE INC	/h1b-sponsors/stripe-inc-p1kzwpdykm	PM
4	POPULUS GROUP LLC	/h1b-sponsors/populus-group-llc-150nvvygkg	PM
4	POWER DENTAL STUDIO PC	/h1b-sponsors/power-dental-studio-pc-w2xpy36yk3	PM
4	PINTEREST INC	/h1b-sponsors/pinterest-inc-p1kzy3g72m	PM
4	SALESFORCE INC	/h1b-sponsors/salesforce-inc-dvk4or5g2w	PM
4	DELOITTE CONSULTING LLP	/h1b-sponsors/deloitte-consulting-llp-150nv3y9kg	PM
4	WAL MART ASSOCIATES INC	/h1b-sponsors/wal-mart-associates-inc-g0664lwp0q	PM
4	BLOCK INC	/h1b-sponsors/block-inc-m2m6rj1501	PM
4	SPARKMETER INC	/h1b-sponsors/sparkmeter-inc-1ok873wz2d	PM
4	IBM CORPORATION	/h1b-sponsors/ibm-corporation-l9k5w7nrk1	PM
3	PLAID INC	/h1b-sponsors/plaid-inc-l9k5jmr21y	PM
3	UPSTART NETWORK INC	/h1b-sponsors/upstart-network-inc-150n4l5gkg	PM
3	COMPUTERCRAFT CORPORATION	/h1b-sponsors/computercraft-corporation-8r0vndpg21	PM
3	INFORICK CORP	/h1b-sponsors/inforick-corp-370o37oy0z	PM
3	UTILIZECORE INC	/h1b-sponsors/utilizecore-inc-x237mlwgkg	PM
3	AVIS BUDGET CAR RENTAL LLC	/h1b-sponsors/avis-budget-car-rental-llc-d1k94xw0mp	PM
3	FACTSET RESEARCH SYSTEMS INC	/h1b-sponsors/factset-research-systems-inc-l0yvpq610x	PM
3	NETFLIX INC	/h1b-sponsors/netflix-inc-510j1zxe0v	PM
3	BLUE LOTUS SYSTEMS INC	/h1b-sponsors/blue-lotus-systems-inc-n60emy3rkz	PM
3	THE GAP INC	/h1b-sponsors/the-gap-inc-op0leovxkl	PM
3	AKAMAI TECHNOLOGIES INC	/h1b-sponsors/akamai-technologies-inc-p1kzvpq2m5	PM
3	ONEMAIN GENERAL SERVICES CORPORATION	/h1b-sponsors/onemain-general-services-corporation-g101lmp8k7	PM
3	MAHAUGHA LLC	/h1b-sponsors/mahaugha-llc-50nrlm9e2g	PM
3	US BANK NATIONAL ASSOCIATION	/h1b-sponsors/us-bank-national-association-pg2799zy05	PM
3	SERVICENOW INC	/h1b-sponsors/servicenow-inc-op0lerjkl6	PM
3	IQVIA INC	/h1b-sponsors/iqvia-inc-8r0vml6j01	PM
3	NEXTDOOR INC	/h1b-sponsors/nextdoor-inc-101zzylo27	PM
3	WAYFAIR LLC	/h1b-sponsors/wayfair-llc-x237yv7xkg	PM
3	TIKTOK INC	/h1b-sponsors/tiktok-inc-ok854dn5kd	PM
3	KAARYA LLC	/h1b-sponsors/kaarya-llc-560ddj9p08	PM
3	QUALTRICS LLC	/h1b-sponsors/qualtrics-llc-em2mm56721	PM
3	MESHARE INC	/h1b-sponsors/meshare-inc-vx23gqvnkg	PM
3	PAYPAL INC	/h1b-sponsors/paypal-inc-rd0gzpq52o	PM
3	MONETATE INC	/h1b-sponsors/monetate-inc-510jdrpl0v	PM
3	RELX INC	/h1b-sponsors/relx-inc-g27rjlvg05	PM
3	CISCO SYSTEMS INC	/h1b-sponsors/cisco-systems-inc-370oq38ykz	PM
3	QUEBEC SOLUTIONS INC	/h1b-sponsors/quebec-solutions-inc-60eqdzz90z	PM
3	DROPBOX INC	/h1b-sponsors/dropbox-inc-d0g9nr7qko	PM
3	ICE DATA ANALYTICS LLC	/h1b-sponsors/ice-data-analytics-llc-v82w3znxk1	PM
2	MARSH USA INC	/h1b-sponsors/marsh-usa-inc-pg27mlq251	PM
2	MEMOIR INC	/h1b-sponsors/memoir-inc-1k9no9vv2m	PM
2	XL8 INC	/h1b-sponsors/xl8-inc-101ze38627	PM
2	VEEVA SYSTEMS INC	/h1b-sponsors/veeva-systems-inc-g06663jp0q	PM
2	HOME DEPOT USA INC	/h1b-sponsors/home-depot-usa-inc-370oqm6qkz	PM
2	HOMECARE SOFTWARE SOLUTIONS LLC	/h1b-sponsors/homecare-software-solutions-llc-560d9lq6k8	PM
2	TATA TECHNOLOGIES INC	/h1b-sponsors/tata-technologies-inc-1kzneqljkm	PM
2	GORGIAS INC	/h1b-sponsors/gorgias-inc-510jlewlkv	PM
2	COVARIANT INC	/h1b-sponsors/covariant-inc-60eqde5l0z	PM
2	ADDEPAR INC	/h1b-sponsors/addepar-inc-560dnedw28	PM
2	COUPA SOFTWARE INC	/h1b-sponsors/coupa-software-inc-op0lzle4kl	PM
2	HCA MANAGEMENT SERVICES LP	/h1b-sponsors/hca-management-services-lp-vx233vw32g	PM
2	EPIC GAMES	/h1b-sponsors/epic-games-d0g94d7qko	PM
2	ATOS SYNTEL INC	/h1b-sponsors/atos-syntel-inc-70ojjd7v2z	PM
2	KOMODO TECHNOLOGIES LLC	/h1b-sponsors/komodo-technologies-llc-10j71q410v	PM
2	WORKDAY INC	/h1b-sponsors/workday-inc-okpr3mnq24	PM
2	ROKU INC	/h1b-sponsors/roku-inc-n60engmn0z	PM
2	TATVA TEK INC	/h1b-sponsors/tatva-tek-inc-60eqwvqn0z	PM
2	WARP DRIVE INC	/h1b-sponsors/warp-drive-inc-rd0g7vgv0o	PM
2	LEXISNEXIS RISK SOLUTIONS INC	/h1b-sponsors/lexisnexis-risk-solutions-inc-p1kzd7xj2m	PM
2	ASPENTECH CORPORATION	/h1b-sponsors/aspentech-corporation-p0l4z1n42l	PM
2	MCCANN RELATIONSHIP MARKETING LLC	/h1b-sponsors/mccann-relationship-marketing-llc-rd0gddow0o	PM
2	VENTECHSOFT INC	/h1b-sponsors/ventechsoft-inc-vk48p39y0w	PM
2	LIKEWIZE DEVICE PROTECTION LLC	/h1b-sponsors/likewize-device-protection-llc-okprezpn24	PM
2	MORNINGSTAR INC	/h1b-sponsors/morningstar-inc-v82wzv9d21	PM
2	OUIBY INC	/h1b-sponsors/ouiby-inc-l0yvjpvq0x	PM
2	MAPLEBEAR INC	/h1b-sponsors/maplebear-inc-nokpdg4qk4	PM
2	PROTERRA INC	/h1b-sponsors/proterra-inc-8r0v3ppvk1	PM
2	XP INVESTMENTS US LLC	/h1b-sponsors/xp-investments-us-llc-1k9n4l9v2m	PM
2	TLYNT INC	/h1b-sponsors/tlynt-inc-vk4n5d4p0w	PM
2	LEAGUE CORP	/h1b-sponsors/league-corp-30q4xwngkq	PM
2	SPL CONSULTING INC	/h1b-sponsors/spl-consulting-inc-d1k9o168km	PM
2	SUMO LOGIC INC	/h1b-sponsors/sumo-logic-inc-ew2x4jwrk3	PM
2	INTRAEDGE INC	/h1b-sponsors/intraedge-inc-150n9j7p2g	PM
2	OPTUM SERVICES INC	/h1b-sponsors/optum-services-inc-1ok838go0d	PM
2	AISERA INC	/h1b-sponsors/aisera-inc-1kznnmmykm	PM
2	AMBERFLOIO INC	/h1b-sponsors/amberfloio-inc-l0yv9v4q0x	PM
2	CHEWY INC	/h1b-sponsors/chewy-inc-101z811o27	PM
2	INSIGHT GLOBAL LLC	/h1b-sponsors/insight-global-llc-rd0gn1xw2o	PM
2	BREX INC	/h1b-sponsors/brex-inc-82wry63jk1	PM
2	ALTIMETRIK CORP	/h1b-sponsors/altimetrik-corp-n60ejoxlkz	PM
2	US BANK NATIONAL ASSOCATION	/h1b-sponsors/us-bank-national-assocation-5g2rw6x80l	PM
2	TREND MICRO INC	/h1b-sponsors/trend-micro-inc-1kznn9pykm	PM
2	TRUSLI INC	/h1b-sponsors/trusli-inc-70o5ex4rkz	PM
2	NETAPP INC	/h1b-sponsors/netapp-inc-n60edzllkz	PM
2	BOOMTOWN NETWORK INC	/h1b-sponsors/boomtown-network-inc-150nq1yg0g	PM
2	AGILIS CHEMICALS INC	/h1b-sponsors/agilis-chemicals-inc-d0g974o5ko	PM
2	DATADOG INC	/h1b-sponsors/datadog-inc-370ozo9qkz	PM
2	FIRST REPUBLIC BANK	/h1b-sponsors/first-republic-bank-nokppmjyk4	PM
2	INFOWORKSIO INC	/h1b-sponsors/infoworksio-inc-510jmdg0vo	PM
2	PRECISION TECHNOLOGIES CORP	/h1b-sponsors/precision-technologies-corp-510j6oo1kv	PM
2	FINFARE INC	/h1b-sponsors/finfare-inc-1k9n6mrx2m	PM
2	AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC	/h1b-sponsors/american-express-travel-related-services-company-inc-8r0v861v21	PM
2	FIRST TEK INC	/h1b-sponsors/first-tek-inc-1ok8qxr3kd	PM
2	OKTA INC	/h1b-sponsors/okta-inc-150n57n10g	PM
2	CHARTER COMMUNICATIONS INC	/h1b-sponsors/charter-communications-inc-82wr1d64k1	PM
2	PLURALSIGHT LLC	/h1b-sponsors/pluralsight-llc-em2mwrdjk1	PM
2	MONA LEE INC	/h1b-sponsors/mona-lee-inc-60eqwdml0z	PM
2	EAN.COM LP	/h1b-sponsors/ean-dot-com-lp-pg27do3g25	PM
2	EBAY INC	/h1b-sponsors/ebay-inc-nokpy9p9k4	PM
2	DATALEGO INC	/h1b-sponsors/datalego-inc-m2m6ej5501	PM
2	ELECTRONIC ARTS INC	/h1b-sponsors/electronic-arts-inc-nokpzezq04	PM
2	HORKUS SOLUTIONS INC	/h1b-sponsors/horkus-solutions-inc-l9k5n8r6k1	PM
2	CITIBANK NA	/h1b-sponsors/citibank-na-370o63pr0z	PM
2	ARES OPERATIONS LLC	/h1b-sponsors/ares-operations-llc-d1k99gprkm	PM
2	A4 MEDIA LLC	/h1b-sponsors/a4-media-llc-10j7g11e0v	PM
2	COGNITUS CONSULTING LLC	/h1b-sponsors/cognitus-consulting-llc-370oyx1y2z	PM
2	ELAVON INC	/h1b-sponsors/elavon-inc-n60ew4q90z	PM
2	KHAN ACADEMY INC	/h1b-sponsors/khan-academy-inc-w2xpp6mnk3	PM
2	BOOSTR INC	/h1b-sponsors/boostr-inc-70ojvdyy2z	PM
2	KAYAK SOFTWARE CORPORATION	/h1b-sponsors/kayak-software-corporation-l9k5p5r621	PM
2	SKYFLOW INC	/h1b-sponsors/skyflow-inc-10j7gogg0v	PM
2	ZILLOW INC	/h1b-sponsors/zillow-inc-82wry81lk1	PM
2	STATIC IQ CORP	/h1b-sponsors/static-iq-corp-g2r6l1qo2l	PM
2	S3STAFFINGUSA INC	/h1b-sponsors/s3staffingusa-inc-60eqne6n0z	PM
2	IXL LEARNING INC	/h1b-sponsors/ixl-learning-inc-560ddlyw08	PM
2	MOVEWORKS INC	/h1b-sponsors/moveworks-inc-560d16r608	PM
2	CASH FLOW MANAGEMENT LLC	/h1b-sponsors/cash-flow-management-llc-101zpemv27	PM
2	STAGWELL MARKETING CLOUD LLC	/h1b-sponsors/stagwell-marketing-cloud-llc-d0g95vdwko	PM
2	POINT PICKUP MANAGEMENT LLC	/h1b-sponsors/point-pickup-management-llc-70ojv9qq2z	PM
2	BEST BUY CO INC	/h1b-sponsors/best-buy-co-inc-ok858ynzkd	PM
2	ALPHONSO INC	/h1b-sponsors/alphonso-inc-9k5npd9dk1	PM
2	MARSTONE INC	/h1b-sponsors/marstone-inc-30qjzndzkq	PM
2	MEDITAB SOFTWARE INC	/h1b-sponsors/meditab-software-inc-l9k5wmerk1	PM
2	KARAT FINANCIAL TECHNOLOGIES INC	/h1b-sponsors/karat-financial-technologies-inc-30q495r1kq	PM
2	FREEDOM FINANCIAL NETWORK FUNDING LLC	/h1b-sponsors/freedom-financial-network-funding-llc-d0g9emv5ko	PM
2	BEST FRIEND FINANCE LLC	/h1b-sponsors/best-friend-finance-llc-1kzn4qp4km	PM
2	DVG TECH SOLUTIONS LLC	/h1b-sponsors/dvg-tech-solutions-llc-n60edew9kz	PM
2	BARRY CALLEBAUT USA LLC	/h1b-sponsors/barry-callebaut-usa-llc-8r0vmn8q01	PM
2	CYTEL INC	/h1b-sponsors/cytel-inc-1kznvqzqkm	PM
2	CLEAN POWER RESEARCH LLC	/h1b-sponsors/clean-power-research-llc-82wr6mz4k1	PM
2	TENANT INC	/h1b-sponsors/tenant-inc-okprpv9q24	PM
2	TRUE COMMERCE INC	/h1b-sponsors/true-commerce-inc-d0g9yjp7ko	PM
2	CONSTELLIUM BOWLING GREEN LLC	/h1b-sponsors/constellium-bowling-green-llc-30q4x44zkq	PM
1	PLANHUB INC	/h1b-sponsors/planhub-inc-l0yvegpp0x	PM
1	BP AMERICA INC	/h1b-sponsors/bp-america-inc-rd0gv5yq0o	PM
1	CREDITEX GROUP INC	/h1b-sponsors/creditex-group-inc-x237n53vkg	PM
1	4S GRAPHICS INC	/h1b-sponsors/4s-graphics-inc-60d1w45x08	PM
1	SHOPIFY USA INC	/h1b-sponsors/shopify-usa-inc-rd0geqev2o	PM
1	CENGAGE LEARNING INC	/h1b-sponsors/cengage-learning-inc-4l0yr4x5kx	PM
1	TECHNICAL TOOLBOXES POWERTOOLS INC	/h1b-sponsors/technical-toolboxes-powertools-inc-82wreryxk1	PM
1	SPECIALIST RESOURCES GLOBAL INC	/h1b-sponsors/specialist-resources-global-inc-nokp8dgy04	PM
1	ITERIS INC	/h1b-sponsors/iteris-inc-g101dq7z07	PM
1	MH SUB I LLC DBA INTERNET BRANDS INC	/h1b-sponsors/mh-sub-i-llc-dba-internet-brands-inc-82wr459xk1	PM
1	DECHEN CONSULTING GROUP INC	/h1b-sponsors/dechen-consulting-group-inc-1ok8e8d3kd	PM
1	QUORA INC	/h1b-sponsors/quora-inc-em2ml6jj01	PM
1	LOCUS TECHNOLOGIES	/h1b-sponsors/locus-technologies-nokpo1pz24	PM
1	RIBBON COMMUNICATIONS OPERATING COMPANY INC	/h1b-sponsors/ribbon-communications-operating-company-inc-ew2xrrdn23	PM
1	SUPERNOVA LENDING LLC	/h1b-sponsors/supernova-lending-llc-em2mop1d01	PM
1	SWELL ENERGY INC	/h1b-sponsors/swell-energy-inc-101zjwz627	PM
1	SIGNITIVES TECHNOLOGIES LLC	/h1b-sponsors/signitives-technologies-llc-d0g9368yko	PM
1	LUNA PARENT INC	/h1b-sponsors/luna-parent-inc-60d9xe7wk8	PM
1	VOLTEO EDGE USA LLC	/h1b-sponsors/volteo-edge-usa-llc-60d9r5qxk8	PM
1	IDEA HELIX INC	/h1b-sponsors/idea-helix-inc-5g2r98ee2l	PM
1	IP HEIGHTS LLC	/h1b-sponsors/ip-heights-llc-vx23gemgkg	PM
1	MBI INC	/h1b-sponsors/mbi-inc-rd0grmjqko	PM
1	PURE STORAGE INC	/h1b-sponsors/pure-storage-inc-ew2xpm96k3	PM
1	AIFI INC	/h1b-sponsors/aifi-inc-v82wp5rj01	PM
1	CUMMINS FILTRATION INC	/h1b-sponsors/cummins-filtration-inc-p1kz3jry0m	PM
1	NUTANIX INC	/h1b-sponsors/nutanix-inc-5g2reeze0l	PM
1	ZOOM VIDEO COMMUNICATIONS INC	/h1b-sponsors/zoom-video-communications-inc-ew2x8xpr03	PM
1	ARDOR IT SYSTEMS LLC	/h1b-sponsors/ardor-it-systems-llc-1kzn1894km	PM
1	AIRILABS LLC	/h1b-sponsors/airilabs-llc-x237mynxkg	PM
1	IT CATS LLC	/h1b-sponsors/it-cats-llc-vx23746vkg	PM
1	INNOVATIVE CONSULTING SOLUTIONS LLC	/h1b-sponsors/innovative-consulting-solutions-llc-5g2rxyvo2l	PM
1	MAVERICK PAYMENTS INC	/h1b-sponsors/maverick-payments-inc-x237znmvkg	PM
1	CORVA AI LLC	/h1b-sponsors/corva-ai-llc-4l0yjv550x	PM
1	SCRIPTPICKS LLC	/h1b-sponsors/scriptpicks-llc-1kzn4179km	PM
1	BRILLIO LLC	/h1b-sponsors/brillio-llc-5g2r5zd90l	PM
1	SONATUS INC	/h1b-sponsors/sonatus-inc-4l0yypp10x	PM
1	TURING ENTERPRISES INC	/h1b-sponsors/turing-enterprises-inc-op0lxjml0l	PM
1	CDK GLOBAL LLC	/h1b-sponsors/cdk-global-llc-5g2r4r99kl	PM
1	NIMBLERX INC	/h1b-sponsors/nimblerx-inc-60eq7x8m0z	PM
1	MEDABLE INC	/h1b-sponsors/medable-inc-1kznwznqkm	PM
1	TARGET ENTERPRISE INC	/h1b-sponsors/target-enterprise-inc-dvk4rrqn2w	PM
1	PARAFIN INC	/h1b-sponsors/parafin-inc-70oj3vrr2z	PM
1	ENIGMA TECHNOLOGIES INC	/h1b-sponsors/enigma-technologies-inc-x30qox6r2q	PM
1	OBSESS INC	/h1b-sponsors/obsess-inc-d0g9796wko	PM
1	NETSKOPE INC	/h1b-sponsors/netskope-inc-nokp187yk4	PM
1	RESOURCE LOGISTICS INC	/h1b-sponsors/resource-logistics-inc-1ok8owlr0d	PM
1	ILINK SYSTEMS INC	/h1b-sponsors/ilink-systems-inc-p1kzpx6j2m	PM
1	GENOME MEDICAL INC	/h1b-sponsors/genome-medical-inc-ew2xx5qn23	PM
1	BUTTER PAYMENTS INC	/h1b-sponsors/butter-payments-inc-okprnr5y24	PM
1	LIBREUM INTERNATIONAL LLC	/h1b-sponsors/libreum-international-llc-x30qe9v80q	PM
1	TRILLIANT NETWORKS INC	/h1b-sponsors/trilliant-networks-inc-ew2x6lj623	PM
1	SAINT GOBAIN PERFORMANCE PLASTICS CORPORATION	/h1b-sponsors/saint-gobain-performance-plastics-corporation-n60e79jnkz	PM
1	MYHEALTH LLC	/h1b-sponsors/myhealth-llc-g2r4z363kl	PM
1	INTEGRAL AD SCIENCE INC	/h1b-sponsors/integral-ad-science-inc-g101x7opk7	PM
1	FUTURE EFFETS STUDIO LLC	/h1b-sponsors/future-effets-studio-llc-g2r6nlj82l	PM
1	VIMO INC	/h1b-sponsors/vimo-inc-4l0yqny12x	PM
1	VILLAGE PRACTICE MANAGEMENT COMPANY LLC	/h1b-sponsors/village-practice-management-company-llc-10j7plq50v	PM
1	ACUITY BRANDS LIGHTING INC	/h1b-sponsors/acuity-brands-lighting-inc-510j13le0v	PM
1	R1 RCM INC FKA ACCRETIVE HEALTH INC	/h1b-sponsors/r1-rcm-inc-fka-accretive-health-inc-g27r5rly05	PM
1	SCADEA SOFTWARE SOLUTIONS INC	/h1b-sponsors/scadea-software-solutions-inc-d0g9eevvko	PM
1	EXPANDABLE SOFTWARE INC	/h1b-sponsors/expandable-software-inc-4l0y4mw60x	PM
1	FURNITURE.COM AMERICA LLC	/h1b-sponsors/furniture-dot-com-america-llc-d0g9je5qko	PM
1	AIRSPACE TECHNOLOGIES INC	/h1b-sponsors/airspace-technologies-inc-101z7gvv27	PM
1	ADP TECHNOLOGY SERVICES INC	/h1b-sponsors/adp-technology-services-inc-d1k9gpw80m	PM
1	AMERICAN GENERAL LIFE INSURANCE COMPANY	/h1b-sponsors/american-general-life-insurance-company-370o39jx0z	PM
1	LENDINGCLUB BANK NATIONAL ASSOCIATION	/h1b-sponsors/lendingclub-bank-national-association-30q4dj51kq	PM
1	JUN GROUP PRODUCTIONS LLC	/h1b-sponsors/jun-group-productions-llc-4l0y8rlp2x	PM
1	ABOVE LENDING INC	/h1b-sponsors/above-lending-inc-1k9n8j3x2m	PM
1	WURL INC	/h1b-sponsors/wurl-inc-10j7dwee0v	PM
1	CLEARWATER ANALYTICS LLC	/h1b-sponsors/clearwater-analytics-llc-rd0g9je5ko	PM
1	SAVI SOLUTIONS PBC	/h1b-sponsors/savi-solutions-pbc-g0667gvm0q	PM
1	PLG OPERATIONS LLC	/h1b-sponsors/plg-operations-llc-60d9qpzxk8	PM
1	MCKINSEY & COMPANY INC UNITED STATES	/h1b-sponsors/mckinsey-and-company-inc-united-states-op0l6qll0l	PM
1	TECAN GENOMICS INC	/h1b-sponsors/tecan-genomics-inc-d1k94wrx0m	PM
1	INTUITIVE SURGICAL INC	/h1b-sponsors/intuitive-surgical-inc-v82w6l6dk1	PM
1	FORMERRA LLC	/h1b-sponsors/formerra-llc-w2xjv96qk3	PM
1	IVXS TECHNOLOGY USA INC	/h1b-sponsors/ivxs-technology-usa-inc-1k9nj3mv2m	PM
1	ASSURECARE LLC	/h1b-sponsors/assurecare-llc-vk483qnn0w	PM
1	APPLE INC	/h1b-sponsors/apple-inc-6g06vq412q	PM
1	CHEGG INC	/h1b-sponsors/chegg-inc-d1k9q9x2mp	PM
1	BLINKRECEIPT LLC	/h1b-sponsors/blinkreceipt-llc-82wrezzxk1	PM
1	ADVANCED ENERGY INDUSTRIES INC	/h1b-sponsors/advanced-energy-industries-inc-d0g99415ko	PM
1	OPENBORDER INC	/h1b-sponsors/openborder-inc-p0l417rj2l	PM
1	ROBERTSHAW CONTROLS COMPANY	/h1b-sponsors/robertshaw-controls-company-x30qj1egkq	PM
1	UPSIDE SERVICES INC	/h1b-sponsors/upside-services-inc-d0g933wwko	PM
1	NETIQ CORPORATION	/h1b-sponsors/netiq-corporation-70oj655v2z	PM
1	EQUINOX IT SOLUTIONS LLC	/h1b-sponsors/equinox-it-solutions-llc-l0yvple60x	PM
1	EXAMROOMAI CORP	/h1b-sponsors/examroomai-corp-l0yv35110x	PM
1	6SENSE INSIGHTS INC	/h1b-sponsors/6sense-insights-inc-101zyll627	PM
1	PEACH FINANCE INC	/h1b-sponsors/peach-finance-inc-60eqp5vr0z	PM
1	HALOY TECHNOLOGY CORPORATION	/h1b-sponsors/haloy-technology-corporation-1kzn17j9km	PM
1	GOVERNMENTJOBS.COM INC	/h1b-sponsors/governmentjobs-dot-com-inc-op0l34mm0l	PM
1	AFTERPAY US INC	/h1b-sponsors/afterpay-us-inc-60d9zoydk8	PM
1	GEN DIGITAL INC	/h1b-sponsors/gen-digital-inc-101zwee827	PM
1	SHAKTI GROUP INC	/h1b-sponsors/shakti-group-inc-5g2rllo32l	PM
1	PAPER EDUCATION AMERICA INC	/h1b-sponsors/paper-education-america-inc-r0v6ymm9k1	PM
1	ASTM LLC	/h1b-sponsors/astm-llc-g2r68o182l	PM
1	EF JOHNSON COMPANY	/h1b-sponsors/ef-johnson-company-okpr44yn24	PM
1	THINK CELL INC	/h1b-sponsors/think-cell-inc-x2374dvnkg	PM
1	RISKSPAN INC	/h1b-sponsors/riskspan-inc-em2mvxr721	PM
1	GRAINGER MANAGEMENT LLC	/h1b-sponsors/grainger-management-llc-op0lv8w42l	PM
1	SAPIENT CORPORATION	/h1b-sponsors/sapient-corporation-dvk4v1xnkw	PM
1	XCELSIUS INC	/h1b-sponsors/xcelsius-inc-g101o366k7	PM
1	FIGO PET INSURANCE LLC	/h1b-sponsors/figo-pet-insurance-llc-rd0g39lvko	PM
1	FEDML INC	/h1b-sponsors/fedml-inc-60eqwn7m0z	PM
1	GRAFT INC	/h1b-sponsors/graft-inc-10j7x7og0v	PM
1	ZIFF DAVIS LLC	/h1b-sponsors/ziff-davis-llc-d1k9j5mx0m	PM
1	ZBLOCKS INC	/h1b-sponsors/zblocks-inc-p0l414jx2l	PM
1	ACTIMIZE INC	/h1b-sponsors/actimize-inc-ew2xn6mr03	PM
1	AXS GROUP LLC	/h1b-sponsors/axs-group-llc-1kznln3qkm	PM
1	MODERN TREASURY CORPORATION	/h1b-sponsors/modern-treasury-corporation-g27r4gwq05	PM
1	EGENCIA LLC	/h1b-sponsors/egencia-llc-1ok8yyx52d	PM
1	ENPHASE ENERGY INC	/h1b-sponsors/enphase-energy-inc-d0g94e65ko	PM
1	DEALCLOUD INC	/h1b-sponsors/dealcloud-inc-370ow3xnkz	PM
1	NEXT INSURANCE INC	/h1b-sponsors/next-insurance-inc-1ok8pjl52d	PM
1	ONE CREATION CORPORATION	/h1b-sponsors/one-creation-corporation-60ee9pdn0z	PM
1	FLEXTON INC	/h1b-sponsors/flexton-inc-82wryql4k1	PM
1	BUNCH LIVE INC	/h1b-sponsors/bunch-live-inc-g06695vm0q	PM
1	TEXPERTS INC	/h1b-sponsors/texperts-inc-vx23lv8g2g	PM
1	PRIMITIVE BITS INC	/h1b-sponsors/primitive-bits-inc-30qjzvx8kq	PM
1	ARROWHEAD SYSTEMS LLC	/h1b-sponsors/arrowhead-systems-llc-g27r3epg05	PM
1	GESTAMP ALABAMA LLC	/h1b-sponsors/gestamp-alabama-llc-nokpo3gy24	PM
1	TALENTED APP INC	/h1b-sponsors/talented-app-inc-g27rwgmm05	PM
1	INSTANTALIGN INC	/h1b-sponsors/instantalign-inc-l0yv937p0x	PM
1	ASAPP INC	/h1b-sponsors/asapp-inc-101zyrzv27	PM
1	LEVI STRAUSS & CO	/h1b-sponsors/levi-strauss-and-co-4l0y5y6v2x	PM
1	LOTUSFLARE INC	/h1b-sponsors/lotusflare-inc-dvk446yykw	PM
1	SMEG USA INC	/h1b-sponsors/smeg-usa-inc-150n5r310g	PM
