 Time Management 	6a23d940b9ae8c07	PJM	MID_LEVEL	Skill
 Project Management 	6a23d940b9ae8c07	PJM	MID_LEVEL	Skill
 Communication 	6a23d940b9ae8c07	PJM	MID_LEVEL	Skill
 Business Acumen 	6a23d940b9ae8c07	PJM	MID_LEVEL	Skill
 Development 	6a23d940b9ae8c07	PJM	MID_LEVEL	Skill
 Leadership 	6a23d940b9ae8c07	PJM	MID_LEVEL	Skill
 Microsoft Office 	6a23d940b9ae8c07	PJM	MID_LEVEL	Tool
 Time Management 	28ca06db663814e0	PJM	MID_LEVEL	Skill
 Project Management 	28ca06db663814e0	PJM	MID_LEVEL	Skill
 Budgeting 	28ca06db663814e0	PJM	MID_LEVEL	Skill
 Communication 	28ca06db663814e0	PJM	MID_LEVEL	Skill
 Development 	28ca06db663814e0	PJM	MID_LEVEL	Skill
 Leadership 	28ca06db663814e0	PJM	MID_LEVEL	Skill
 Microsoft Office 	28ca06db663814e0	PJM	MID_LEVEL	Tool
 Critical Thinking 	2644b6aac54f04db	PJM	MID_LEVEL	Skill
 Construction Management 	2644b6aac54f04db	PJM	MID_LEVEL	Skill
 Time Management 	2644b6aac54f04db	PJM	MID_LEVEL	Skill
 Project Management 	2644b6aac54f04db	PJM	MID_LEVEL	Skill
 Communication 	2644b6aac54f04db	PJM	MID_LEVEL	Skill
 Development 	2644b6aac54f04db	PJM	MID_LEVEL	Skill
 Powerpoint 	2644b6aac54f04db	PJM	MID_LEVEL	Tool
 Critical Thinking 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 REST 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 Project Management 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 Communication 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 Development 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 Risk Management 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 Documentation 	1c0af28edd08c2e6	PJM	MID_LEVEL	Skill
 Microsoft Office 	1c0af28edd08c2e6	PJM	MID_LEVEL	Tool
 Critical Thinking 	c091e568cafff360	PJM	MID_LEVEL	Skill
 Project Management 	c091e568cafff360	PJM	MID_LEVEL	Skill
 Communication 	c091e568cafff360	PJM	MID_LEVEL	Skill
 Collaboration 	c091e568cafff360	PJM	MID_LEVEL	Skill
 Leadership 	c091e568cafff360	PJM	MID_LEVEL	Skill
 Microsoft Office 	c091e568cafff360	PJM	MID_LEVEL	Tool
 Testing 	ab5cae15da7b2d42	PJM	MID_LEVEL	Skill
 Project Management 	ab5cae15da7b2d42	PJM	MID_LEVEL	Skill
 Communication 	ab5cae15da7b2d42	PJM	MID_LEVEL	Skill
 Leadership 	ab5cae15da7b2d42	PJM	MID_LEVEL	Skill
 Sharepoint 	ab5cae15da7b2d42	PJM	MID_LEVEL	Tool
 Microsoft Office 	ab5cae15da7b2d42	PJM	MID_LEVEL	Tool
 Time Management 	158a36f413885250	PJM	MID_LEVEL	Skill
 Project Management 	158a36f413885250	PJM	MID_LEVEL	Skill
 Budgeting 	158a36f413885250	PJM	MID_LEVEL	Skill
 Communication 	158a36f413885250	PJM	MID_LEVEL	Skill
 Development 	158a36f413885250	PJM	MID_LEVEL	Skill
 Leadership 	158a36f413885250	PJM	MID_LEVEL	Skill
 Microsoft Office 	158a36f413885250	PJM	MID_LEVEL	Tool
 Project Management 	da8a1a650d04f915	PJM	MID_LEVEL	Skill
 Agile 	da8a1a650d04f915	PJM	MID_LEVEL	Skill
 Communication 	da8a1a650d04f915	PJM	MID_LEVEL	Skill
 Construction Management 	5878d9147224bfbf	PJM	MID_LEVEL	Skill
 Communication 	5878d9147224bfbf	PJM	MID_LEVEL	Skill
 Excel 	5878d9147224bfbf	PJM	MID_LEVEL	Tool
 Project Management 	841ecf211b7c04e2	PJM	MID_LEVEL	Skill
 Agile 	841ecf211b7c04e2	PJM	MID_LEVEL	Skill
 Budgeting 	841ecf211b7c04e2	PJM	MID_LEVEL	Skill
 Agile 	e93e9693d2b58602	PJM	MID_LEVEL	Skill
 Communication 	e93e9693d2b58602	PJM	MID_LEVEL	Skill
 Development 	e93e9693d2b58602	PJM	MID_LEVEL	Skill
 SAP 	e93e9693d2b58602	PJM	MID_LEVEL	Tool
 Time Management 	c2b7b5969818ae22	PJM	MID_LEVEL	Skill
 Project Management 	c2b7b5969818ae22	PJM	MID_LEVEL	Skill
